id,d0,d1,d2,d3,d4,d5,d6,d7,d8,d9,d10,d11,d12,d13,d14,d15,distance_calculations,is_core,cluster_id
10678,5,6,6,6,6,8,6,5,4,6,6,8,4,8,1,7,15446,0,1
10679,5,11,8,8,6,8,7,3,9,5,6,8,3,8,7,8,15414,0,1
10680,4,10,5,7,4,6,8,9,7,7,5,7,2,8,9,9,13288,1,1
10681,6,10,7,8,4,6,8,4,8,11,8,7,2,8,5,5,15294,1,1
10682,8,14,6,8,3,6,9,6,9,11,8,10,2,8,5,8,9895,0,1
10683,2,5,3,3,2,8,12,3,6,6,11,7,2,11,1,7,15496,0,1
10684,6,11,8,8,6,6,10,1,6,13,7,6,2,10,2,7,13037,0,1
10685,6,9,8,7,5,7,7,2,9,11,5,9,3,8,5,8,12476,1,1
10686,5,8,7,12,11,8,8,4,2,7,8,9,4,11,8,8,11604,0,1
10687,1,3,2,2,1,11,6,2,6,11,3,7,0,7,0,8,8231,0,6
10688,4,8,6,6,6,7,9,5,6,8,4,9,4,5,5,10,17382,0,1
10689,4,4,5,6,4,6,6,9,7,6,6,7,2,8,9,9,16328,1,1
10690,6,11,6,6,4,4,9,1,3,9,9,8,8,12,1,6,15692,0,1
10691,7,11,10,8,6,8,7,2,9,11,6,9,5,7,6,8,9065,0,1
10692,3,6,5,4,4,8,7,5,2,7,6,9,4,8,7,10,16265,1,1
10693,4,9,6,7,4,2,12,3,6,12,11,6,1,10,2,5,14223,0,1
10694,8,10,11,7,7,5,6,4,5,11,10,11,11,5,4,7,12308,0,1
10695,6,10,8,8,10,7,6,7,4,6,5,8,8,8,8,9,12004,1,1
10696,7,11,9,8,11,8,5,4,3,6,5,10,8,7,9,13,9999,0,1
10697,2,10,3,8,4,7,7,0,7,7,6,8,0,8,3,8,14538,0,20
10698,2,3,4,2,2,6,8,1,6,10,6,8,3,8,2,7,7359,1,1
10699,13,15,10,8,6,8,7,5,6,10,3,8,7,6,6,11,7243,0,1
10700,5,7,7,6,6,5,8,3,8,7,7,9,3,7,7,5,18019,0,1
10701,4,3,4,4,2,6,9,8,4,6,5,8,2,8,5,10,14903,0,1
10702,1,2,2,3,1,8,8,5,1,5,7,9,2,9,4,9,9149,0,1
10703,6,11,6,8,4,4,12,3,7,12,10,4,1,11,2,4,11260,1,1
10704,4,6,6,4,3,10,7,1,8,10,2,6,3,8,3,9,15727,0,1
10705,6,10,8,8,5,7,8,6,6,7,7,6,6,9,2,6,16093,1,1
10706,5,7,7,8,7,7,10,5,5,8,7,9,5,9,7,5,15851,0,1
10707,4,7,6,5,4,5,9,2,8,11,7,9,3,9,5,7,15906,0,1
10708,6,8,8,6,8,7,8,7,5,6,6,8,7,9,8,11,12406,1,1
10709,2,4,2,2,1,6,10,5,4,9,7,4,1,10,3,7,9241,0,1
10710,3,6,3,4,3,8,8,12,1,6,6,8,5,8,0,8,14543,0,2
10711,3,4,4,3,2,8,7,3,9,6,6,8,2,8,6,8,9008,1,1
10712,3,6,4,4,3,8,11,2,6,6,11,8,2,11,1,8,14653,1,1
10713,4,10,6,7,7,8,6,4,4,6,5,7,4,9,5,8,17405,0,1
10714,7,13,6,10,4,7,10,2,3,13,6,5,2,9,8,8,12960,0,1
10715,4,6,6,4,4,7,7,6,5,7,6,6,4,8,3,7,10285,1,1
10716,2,4,3,3,1,6,10,1,6,8,11,8,1,11,2,7,14373,0,1
10717,2,0,2,1,1,7,6,7,5,7,6,8,2,8,3,8,3811,1,1
10718,2,5,4,4,2,7,7,3,6,15,7,10,1,6,1,7,16412,0,6
10719,2,4,3,3,1,5,9,5,6,12,9,10,1,10,2,7,15094,0,1
10720,5,8,7,6,4,8,8,4,9,11,3,8,2,6,4,9,16431,0,1
10721,6,11,6,8,4,5,12,9,3,7,3,9,3,7,6,11,13938,0,1
10722,1,0,1,0,0,5,10,6,1,9,6,5,0,9,2,8,6806,1,22
10723,2,4,4,2,2,7,8,3,5,10,6,7,3,8,2,8,8299,1,1
10724,9,12,8,6,4,7,7,2,9,9,7,9,4,9,4,7,13330,1,1
10725,6,9,8,7,6,10,7,3,6,11,3,7,5,6,5,10,12915,1,1
10726,3,4,4,2,3,8,6,6,4,7,7,9,9,5,1,8,13127,0,1
10727,2,5,3,3,1,5,9,5,7,12,9,11,1,10,2,7,14958,1,1
10728,7,9,5,5,2,7,7,5,7,10,6,9,1,9,7,9,16590,1,1
10729,4,5,5,3,2,4,8,5,8,9,8,9,4,11,3,4,15904,0,1
10730,3,7,4,4,1,2,12,5,5,12,10,8,0,8,2,6,15846,1,10
10731,3,6,4,4,1,4,7,8,1,7,6,11,3,8,2,11,14471,1,15
10732,3,3,3,5,2,7,9,14,3,7,3,8,3,8,0,8,18117,0,2
10733,4,7,6,5,5,7,8,5,6,8,6,8,6,7,5,9,16185,1,1
10734,4,5,6,5,5,8,8,4,6,7,6,8,3,9,8,8,15459,1,1
10735,4,8,5,9,6,8,8,5,2,7,9,10,3,9,5,7,15688,1,1
10736,3,6,5,4,5,6,7,3,6,6,5,8,3,8,4,9,11361,0,1
10737,3,3,5,4,2,6,3,3,2,6,2,8,3,6,3,7,1351,0,4
10738,2,3,3,5,1,13,3,8,4,13,4,11,1,6,0,8,17971,0,13
10739,1,3,3,1,2,8,7,2,5,10,5,7,1,8,4,9,6623,0,1
10740,5,8,7,6,7,7,7,5,4,7,5,7,4,9,6,7,16391,1,1
10741,3,11,4,9,4,10,7,1,7,11,3,7,0,7,1,7,18294,0,6
10742,5,9,6,7,3,6,8,2,6,15,6,8,2,8,2,8,15871,0,6
10743,3,2,5,3,2,7,12,2,3,7,11,8,3,10,1,8,15392,0,1
10744,4,11,5,8,2,8,6,3,7,15,5,9,1,6,1,7,14982,1,6
10745,4,7,6,5,5,11,6,3,4,9,3,6,7,6,2,8,17463,0,1
10746,3,4,4,5,4,8,7,6,3,8,8,9,3,8,4,8,13314,1,1
10747,6,11,5,6,3,9,7,6,4,10,3,8,6,6,5,10,16545,0,1
10748,3,2,4,3,3,6,7,4,6,6,5,7,3,7,5,8,5211,0,1
10749,3,2,4,3,3,7,8,5,5,7,6,6,6,9,2,5,7266,0,1
10750,5,11,7,8,6,7,7,8,5,7,5,6,3,7,3,8,16036,1,1
10751,1,3,2,2,1,6,11,1,7,8,11,9,1,11,2,8,15518,0,1
10752,10,15,10,9,7,8,6,3,9,12,6,9,4,5,8,7,7742,0,1
10753,6,11,7,8,4,5,7,10,10,7,6,5,3,8,4,8,15461,0,1
10754,6,7,8,6,6,5,7,6,8,7,6,7,4,7,5,5,17762,0,1
10755,5,7,7,8,6,9,8,5,5,6,5,8,3,8,9,7,16203,1,1
10756,9,11,9,6,5,5,8,2,4,7,9,7,10,10,2,5,16078,1,1
10757,4,10,5,7,3,6,8,5,8,11,8,7,2,9,5,5,16853,0,1
10758,8,13,8,7,4,9,5,4,6,11,3,7,5,6,6,11,11483,1,1
10759,1,6,1,4,2,7,7,0,7,7,6,8,0,8,3,8,6919,0,20
10760,4,10,5,8,5,8,6,8,4,7,4,8,3,8,3,8,15496,1,1
10761,2,5,4,3,2,7,7,1,8,10,6,9,2,8,4,8,10643,1,1
10762,3,3,5,2,3,7,6,3,4,9,8,9,6,5,2,9,12504,1,1
10763,1,3,2,2,1,8,5,4,4,13,7,12,1,7,0,8,17409,0,6
10764,1,1,2,1,1,5,11,7,2,10,6,4,1,9,3,8,8592,1,22
10765,4,5,5,4,3,6,8,5,7,7,10,10,3,9,1,8,16122,1,1
10766,6,6,7,4,4,6,11,4,2,8,7,6,9,12,2,5,18175,0,1
10767,4,5,5,4,2,4,8,5,7,11,10,9,3,9,2,6,12288,1,1
10768,2,4,4,3,2,7,8,2,7,11,7,8,2,8,4,8,10459,1,1
10769,3,8,5,5,2,7,4,3,1,7,1,8,3,7,2,8,4234,1,4
10770,6,9,8,7,4,4,8,5,2,7,9,8,9,9,0,8,16281,0,1
10771,6,12,4,6,2,7,8,7,6,11,7,7,2,9,5,8,16089,0,1
10772,4,10,6,8,7,8,7,5,6,7,6,6,3,8,4,7,16168,1,1
10773,3,3,4,2,2,7,7,6,6,7,6,5,5,8,3,7,6857,0,1
10774,5,4,5,7,3,7,7,15,2,4,6,8,6,8,0,8,14105,0,2
10775,3,5,4,4,2,3,9,4,7,11,10,12,1,9,2,6,15459,0,1
10776,3,8,3,5,1,1,13,5,4,12,10,7,0,8,2,6,13769,1,10
10777,6,11,5,8,4,5,13,3,3,13,6,4,2,8,6,6,17254,0,1
10778,4,6,5,4,3,10,7,3,6,10,3,6,3,7,4,10,12304,1,1
10779,1,0,2,1,0,6,7,6,9,7,6,14,0,8,4,10,12943,1,1
10780,5,8,7,6,6,8,9,6,4,10,4,4,3,11,4,9,17313,0,1
10781,5,11,5,8,6,6,8,9,5,7,6,8,3,8,5,12,13695,0,1
10782,5,10,7,7,6,6,7,7,7,7,10,9,4,6,8,7,17119,0,1
10783,6,9,6,4,3,6,7,4,3,10,9,6,3,10,4,4,18819,0,1
10784,3,5,5,4,2,9,6,3,6,14,5,10,1,6,0,7,15120,1,6
10785,3,5,4,3,2,6,7,5,5,9,7,10,2,9,4,9,8356,1,1
10786,2,5,4,4,2,6,12,2,3,8,11,8,2,10,1,8,15094,1,1
10787,8,11,11,8,7,5,7,2,7,10,8,11,3,8,3,7,10074,0,1
10788,11,15,9,8,4,7,10,5,5,4,5,11,6,11,2,6,11390,1,1
10789,8,14,8,8,4,11,4,3,3,12,6,9,3,10,3,9,12081,0,1
10790,3,2,5,4,3,6,6,6,6,6,6,9,2,9,4,9,10114,0,1
10791,4,6,7,4,4,6,6,3,4,9,9,9,9,6,3,9,17787,0,1
10792,3,6,4,4,3,6,7,5,5,10,8,10,2,9,4,9,12175,1,1
10793,4,9,6,7,8,8,9,3,5,5,7,8,5,9,8,7,15911,0,1
10794,6,11,8,8,12,8,7,5,4,7,7,7,8,10,10,10,6013,1,1
10795,2,6,3,4,2,7,7,6,3,7,6,8,3,8,2,8,7861,0,1
10796,6,5,8,8,4,5,8,5,2,7,8,8,9,9,0,8,18248,0,1
10797,4,9,6,6,4,6,10,1,6,13,7,6,1,10,2,8,15504,0,1
10798,5,11,5,8,3,3,8,6,11,7,6,15,0,8,7,7,7481,0,11
10799,8,11,8,6,5,8,8,4,4,6,9,6,10,10,3,6,16715,0,1
10800,2,1,3,2,1,6,8,7,7,8,8,13,1,9,4,10,14254,1,1
10801,4,7,6,5,3,6,8,4,1,7,8,8,8,10,0,8,14412,1,1
10802,7,11,9,8,7,7,7,5,6,7,6,8,7,8,3,7,13787,1,1
10803,2,1,2,1,1,8,6,6,4,6,6,8,2,8,3,8,2821,1,1
10804,3,3,4,5,2,7,7,14,2,5,6,8,6,8,0,8,14309,0,2
10805,1,3,2,2,1,7,7,4,4,6,6,5,2,8,5,9,4509,0,1
10806,3,7,4,5,1,6,8,6,9,5,6,14,1,7,4,9,16296,0,1
10807,5,6,7,5,5,5,7,3,8,7,6,10,3,7,7,5,17831,0,1
10808,5,9,7,6,5,7,6,7,5,5,4,9,3,7,6,9,17159,0,1
10809,3,11,3,8,4,7,7,0,8,7,6,8,0,8,3,8,16922,0,20
10810,5,7,6,5,3,9,6,4,8,11,4,8,2,8,5,11,15231,1,1
10811,9,14,9,8,6,3,8,4,6,10,11,12,5,8,4,6,8531,0,1
10812,2,3,2,2,1,6,10,4,5,10,9,5,1,10,3,6,9111,1,1
10813,4,8,4,6,3,7,6,11,4,7,13,8,3,9,0,8,14060,0,18
10814,5,11,4,6,3,10,2,3,1,9,4,11,3,4,4,8,18408,0,1
10815,7,10,7,8,6,8,7,7,4,9,5,6,5,9,5,10,14998,0,1
10816,7,10,10,8,6,7,8,0,8,9,6,8,3,8,3,7,14445,0,1
10817,5,10,7,8,7,8,8,4,5,7,6,7,7,7,6,9,15026,1,1
10818,4,7,5,5,3,9,12,2,3,3,10,9,3,11,2,8,17312,0,1
10819,2,7,4,4,1,9,15,1,5,6,11,9,0,8,0,8,14821,0,7
10820,5,7,7,5,3,5,9,3,5,10,9,9,6,7,1,7,17216,1,1
10821,6,9,5,4,2,6,5,3,7,10,4,12,2,6,6,8,19037,0,1
10822,7,13,5,7,3,9,7,6,4,13,4,9,3,8,5,10,12342,0,1
10823,3,7,4,5,2,7,8,14,1,7,6,8,3,8,0,8,14263,1,2
10824,4,8,4,5,1,1,11,5,7,11,11,9,0,8,2,6,16663,0,10
10825,5,11,7,8,8,6,7,3,9,7,6,10,1,8,11,5,16738,0,1
10826,2,3,4,2,2,7,7,1,8,11,6,9,1,8,4,8,9899,1,1
10827,4,5,6,8,4,4,8,5,2,7,8,8,8,10,0,8,17884,0,1
10828,2,1,2,2,1,8,7,6,4,8,5,8,2,8,8,8,9786,0,1
10829,5,9,6,5,3,2,10,5,3,13,12,9,4,9,0,8,14939,0,1
10830,7,11,10,8,5,10,7,2,9,11,1,6,4,9,4,10,11643,0,1
10831,5,9,5,4,3,7,7,4,6,10,6,7,5,9,6,5,17951,1,1
10832,5,10,7,8,6,7,10,5,4,12,5,3,1,10,3,8,14690,1,1
10833,7,15,7,8,6,10,6,4,5,10,4,7,7,6,8,9,10037,0,1
10834,4,8,5,6,1,7,7,4,4,7,6,8,3,8,4,8,8195,1,1
10835,5,10,7,8,6,9,7,2,7,11,5,8,3,8,5,10,11779,1,1
10836,7,6,6,9,3,6,12,2,3,10,10,6,4,11,5,7,18012,0,1
10837,3,6,5,6,4,6,7,3,8,8,6,9,3,7,7,6,16047,0,1
10838,2,4,2,3,2,8,7,6,3,9,6,8,2,8,2,8,6649,1,1
10839,3,11,5,8,3,4,3,5,8,1,0,6,0,6,1,5,10435,0,3
10840,3,7,4,5,1,3,7,7,2,7,7,11,3,8,3,10,13697,1,15
10841,5,9,6,4,4,6,4,2,2,8,4,10,7,3,1,9,18659,0,1
10842,2,0,2,1,0,6,7,6,9,7,6,14,0,8,4,10,13539,1,1
10843,5,7,5,5,3,6,11,3,7,11,9,5,2,11,2,4,14607,1,1
10844,3,5,5,4,3,6,8,2,8,11,8,9,2,8,4,8,12824,1,1
10845,4,9,4,6,2,7,7,14,2,4,6,8,6,8,0,8,13008,1,2
10846,5,8,7,6,6,7,11,2,2,7,8,8,7,12,1,8,14733,1,1
10847,4,8,5,6,5,7,9,3,6,9,9,6,5,10,3,7,18050,0,1
10848,3,2,4,3,3,8,11,2,2,6,8,8,6,11,0,8,13635,1,1
10849,5,10,6,8,5,6,6,6,5,9,7,12,3,8,5,9,12856,1,1
10850,3,8,5,6,2,6,9,7,7,8,10,9,3,9,1,7,16776,0,1
10851,3,8,4,6,4,5,8,7,5,6,4,9,3,6,5,8,14958,0,1
10852,6,11,9,8,12,9,7,3,3,8,4,7,12,5,4,5,15279,0,1
10853,6,11,6,8,6,7,7,13,1,6,6,8,5,8,0,8,14054,0,2
10854,5,9,6,6,6,5,9,4,6,10,10,6,2,9,3,6,16562,0,1
10855,1,3,2,2,1,6,11,3,4,8,10,7,2,11,0,7,13916,0,1
10856,3,3,4,2,2,7,7,6,6,7,6,8,3,8,3,8,6895,1,1
10857,5,5,5,6,3,5,12,8,3,7,2,9,3,7,6,11,16915,0,1
10858,1,0,2,1,0,8,9,3,2,7,12,8,2,10,0,8,8680,1,16
10859,5,11,7,8,5,7,4,1,8,8,2,10,0,6,3,8,16510,1,3
10860,10,15,9,8,6,7,10,4,6,13,5,3,4,9,7,5,9763,0,1
10861,5,6,5,4,2,2,12,5,4,12,11,7,2,10,1,7,14763,0,1
10862,1,7,0,4,0,7,7,4,4,7,6,8,0,8,0,8,3524,1,8
10863,6,9,8,7,6,6,7,7,7,7,7,8,4,10,6,9,14268,0,1
10864,5,11,6,8,4,7,8,8,5,10,8,7,4,7,5,9,14604,0,1
10865,4,8,5,6,2,7,6,7,8,6,6,9,1,8,6,11,15416,1,1
10866,2,1,3,3,1,6,8,7,7,8,8,13,1,10,4,10,14072,1,1
10867,5,7,8,5,4,11,5,2,8,10,1,7,2,7,3,10,17756,0,1
10868,1,3,2,1,1,6,12,2,3,8,11,8,2,11,0,8,15517,0,1
10869,3,10,4,7,5,6,9,8,4,7,6,8,2,7,5,11,16211,0,1
10870,5,10,7,7,7,8,9,6,3,6,6,9,4,7,7,9,15155,0,1
10871,6,11,8,8,5,7,8,2,5,10,6,7,5,8,1,7,16446,1,1
10872,5,5,6,6,3,7,6,15,0,7,8,8,3,8,0,8,16878,0,2
10873,1,1,2,1,0,8,7,2,10,9,6,8,0,8,6,8,13101,0,0
10874,4,10,6,8,4,9,7,5,7,9,4,4,3,8,4,8,17199,0,1
10875,4,9,6,7,6,8,6,6,4,7,7,8,8,5,2,7,17581,1,1
10876,3,1,4,2,2,6,7,4,7,7,6,10,3,8,4,9,9042,1,1
10877,1,0,2,1,0,6,7,6,8,7,6,14,0,8,4,10,13788,1,1
10878,5,8,6,7,7,6,8,2,5,7,6,9,4,7,8,7,17014,1,1
10879,5,9,7,6,7,9,7,5,5,6,7,6,10,7,4,6,17606,0,1
10880,3,4,5,3,3,9,6,2,6,10,4,9,4,7,4,9,13404,0,1
10881,4,10,4,7,2,7,5,15,5,7,13,8,3,9,0,8,7073,1,18
10882,3,8,3,6,1,1,14,5,3,12,10,5,0,8,2,6,15033,1,10
10883,5,8,7,7,7,7,9,4,8,7,7,8,3,10,8,6,15840,0,1
10884,5,11,7,8,7,8,7,3,5,6,7,6,4,10,11,9,14075,0,1
10885,4,4,6,7,2,5,7,7,10,7,6,12,1,9,4,9,17115,0,1
10886,8,10,7,5,3,8,8,7,5,7,10,6,7,12,4,8,15489,0,1
10887,3,9,4,6,3,7,4,3,1,6,2,8,2,7,3,8,6180,1,4
10888,4,6,5,4,4,7,8,8,6,5,7,11,3,8,4,7,16816,0,1
10889,4,9,6,7,5,7,7,2,7,11,7,9,3,8,4,8,14796,1,1
10890,6,9,6,4,4,6,8,3,5,7,4,10,5,8,6,7,18323,0,1
10891,4,7,5,5,5,9,6,4,3,8,5,8,3,9,9,9,17436,0,1
10892,3,8,4,6,1,7,7,4,4,7,6,8,3,8,4,8,6688,1,1
10893,3,5,4,4,3,7,7,7,6,6,6,5,2,8,3,7,6760,1,1
10894,4,7,4,9,4,8,5,8,5,9,6,9,3,7,5,8,17905,0,1
10895,10,14,8,8,3,4,12,3,8,12,8,4,2,9,3,4,13145,0,1
10896,6,5,8,4,7,9,8,5,4,7,6,7,9,8,5,3,18987,0,1
10897,1,3,2,2,0,7,7,1,7,13,6,8,0,8,0,7,7748,1,6
10898,1,0,1,1,0,7,7,6,5,6,5,9,1,7,5,10,6307,1,1
10899,4,8,6,6,4,8,8,6,7,9,5,4,3,7,4,9,16297,0,1
10900,6,11,7,8,6,6,7,7,5,8,7,11,5,7,6,6,14898,1,1
10901,1,4,0,5,0,7,7,4,4,7,6,8,0,8,0,8,3819,0,8
10902,5,4,6,6,2,6,7,7,11,7,6,14,1,8,4,9,15682,0,1
10903,4,11,6,8,4,7,8,3,9,6,5,6,4,10,8,6,17967,0,1
10904,3,6,5,4,2,7,7,3,5,15,6,9,1,6,1,7,16206,0,6
10905,7,9,7,5,4,6,8,2,6,10,4,9,5,6,3,8,18208,0,1
10906,5,9,6,7,7,7,7,6,6,7,6,8,3,8,3,8,15472,1,1
10907,2,1,2,1,1,8,7,6,5,7,6,8,2,8,3,8,3614,1,1
10908,5,10,8,7,5,3,8,2,7,10,11,12,4,7,4,5,12893,1,1
10909,2,1,2,3,2,7,7,5,6,7,6,9,2,8,5,10,9079,1,1
10910,2,4,4,3,2,7,9,4,3,12,5,3,1,10,2,8,9111,1,1
10911,5,11,6,8,6,8,7,8,5,7,6,7,2,8,9,8,13910,1,1
10912,3,4,5,3,2,8,6,2,9,12,5,9,1,8,5,9,14594,0,1
10913,4,11,5,8,4,6,8,9,8,7,5,7,3,8,9,10,12118,0,1
10914,7,10,9,8,6,6,12,2,2,7,10,8,7,10,7,8,14523,0,1
10915,5,11,7,8,8,5,7,5,4,7,5,8,4,6,10,8,17221,0,1
10916,4,7,7,5,5,5,9,3,5,10,9,8,3,8,3,5,16818,0,1
10917,4,3,4,4,2,7,7,12,1,7,9,8,8,6,0,8,17106,0,9
10918,6,12,4,6,2,6,9,6,8,11,8,10,2,8,5,9,12989,0,1
10919,4,4,6,3,3,5,8,2,7,10,8,9,3,8,2,7,13243,1,1
10920,4,7,6,5,3,9,7,3,4,10,5,6,5,8,1,7,14686,1,1
10921,3,7,4,5,3,8,7,7,7,8,6,7,2,8,9,8,15062,1,1
10922,3,6,4,4,4,7,8,5,3,6,6,10,3,8,6,8,14142,0,1
10923,5,7,6,5,6,7,8,6,4,8,6,8,3,10,8,11,15118,1,1
10924,2,0,2,1,1,7,7,7,5,7,6,7,1,8,7,8,6656,1,1
10925,5,11,6,9,4,5,8,11,9,8,7,5,3,8,4,8,14382,0,1
10926,6,10,8,7,7,8,3,8,4,6,6,9,3,8,4,9,17842,0,1
10927,4,7,5,5,3,6,7,6,7,10,7,11,2,9,4,9,13352,1,1
10928,4,8,6,6,8,9,7,5,6,7,5,6,5,6,8,7,17948,0,1
10929,9,12,7,7,3,7,8,4,9,13,6,8,2,7,5,6,13183,0,1
10930,7,15,7,8,8,6,8,3,6,9,6,7,8,5,8,6,14519,0,1
10931,2,2,3,3,2,7,12,3,6,7,11,8,2,11,1,7,13661,1,1
10932,1,3,2,1,0,7,7,1,7,13,6,8,0,8,1,8,9008,0,6
10933,5,10,6,8,3,9,6,2,7,7,6,5,0,8,4,7,18479,0,1
10934,5,9,7,7,6,8,3,8,4,6,6,7,3,8,3,8,17957,0,1
10935,3,7,5,5,3,7,7,8,5,6,5,6,3,8,3,8,9845,1,1
10936,6,9,8,7,4,11,8,5,2,6,9,8,8,9,0,8,14963,0,1
10937,4,4,5,6,4,6,7,9,7,7,6,7,2,8,9,9,15899,1,1
10938,4,8,5,6,3,7,7,3,12,9,6,8,0,8,8,8,12293,1,19
10939,9,15,7,8,4,8,6,5,6,8,3,8,6,9,5,8,12908,0,1
10940,4,10,6,8,5,8,7,7,7,9,4,5,3,8,4,9,16493,0,1
10941,2,7,3,5,1,14,2,6,5,14,2,11,0,7,0,8,15438,1,13
10942,6,5,6,8,3,5,7,10,9,7,6,5,3,8,4,8,17942,0,1
10943,4,8,5,6,4,7,8,8,4,7,7,8,3,8,3,8,13268,1,1
10944,5,10,6,7,6,9,6,3,5,7,6,7,7,8,6,9,16943,0,1
10945,4,6,6,4,5,7,7,6,2,8,8,8,6,7,4,8,16840,0,1
10946,3,4,4,5,4,8,8,7,2,5,7,9,3,8,5,9,12717,1,1
10947,2,3,2,2,2,7,7,5,5,7,6,6,2,8,5,9,5057,1,1
10948,3,7,6,5,4,7,11,2,2,6,9,8,7,11,1,8,15649,1,1
10949,4,6,6,4,5,5,8,4,5,6,7,8,5,10,4,8,16350,0,1
10950,2,6,3,4,2,7,6,6,6,7,3,10,1,8,4,10,14651,0,1
10951,7,8,7,6,4,5,8,1,7,8,9,5,2,11,3,4,17901,0,1
10952,3,6,5,4,2,8,9,4,2,6,13,8,3,10,0,8,14739,1,1
10953,6,5,8,4,7,7,8,4,4,7,5,8,11,8,5,6,18747,0,1
10954,1,1,2,1,0,8,7,4,7,5,6,7,0,8,7,8,6648,0,1
10955,5,5,6,3,3,4,8,5,8,10,9,9,3,9,2,6,13439,1,1
10956,3,7,4,5,2,5,7,10,8,7,6,5,3,8,4,8,13013,1,1
10957,1,9,2,7,3,8,7,0,7,7,6,7,0,8,2,7,9893,1,20
10958,7,9,7,10,7,7,9,5,3,7,10,11,3,8,7,7,13090,0,1
10959,4,7,5,5,3,6,7,6,8,7,6,11,1,9,4,9,15493,1,1
10960,7,10,9,8,7,4,9,4,8,12,10,9,3,8,5,4,10806,0,1
10961,12,15,9,8,5,9,6,6,5,10,2,8,7,6,6,11,8104,0,1
10962,6,10,6,8,3,8,4,15,6,7,15,8,3,9,0,8,4684,0,18
10963,2,6,3,4,1,3,3,6,8,1,1,5,0,7,1,6,1450,0,3
10964,3,6,3,4,2,5,12,4,5,11,9,5,2,12,1,5,16182,0,1
10965,5,10,5,8,4,9,8,2,4,11,6,7,2,10,6,12,14955,0,1
10966,10,14,9,8,4,6,4,4,6,4,7,6,6,5,2,7,19354,0,1
10967,4,7,5,5,3,9,8,4,6,9,3,7,3,6,4,11,14567,1,1
10968,1,0,1,0,0,8,7,5,4,6,5,9,1,8,4,10,6673,0,1
10969,5,5,6,4,3,5,8,5,8,10,8,9,3,9,3,5,14902,0,1
10970,2,1,3,2,2,5,7,4,7,7,6,11,3,8,4,10,11297,1,1
10971,6,11,5,6,4,7,7,4,3,9,8,10,4,9,8,11,13808,1,1
10972,3,6,4,4,2,7,7,4,14,9,6,8,0,8,8,8,13482,0,19
10973,3,7,5,5,3,9,7,4,6,10,4,7,3,7,4,10,12985,1,1
10974,5,11,9,8,12,10,6,3,3,8,4,7,11,6,5,4,16063,0,1
10975,5,7,6,6,6,6,7,5,6,6,4,7,4,7,6,5,13687,1,1
10976,3,10,6,8,4,12,2,3,3,10,2,9,2,6,4,8,15127,1,4
10977,3,7,4,7,3,7,6,8,5,5,6,8,3,8,5,9,14048,1,1
10978,7,8,9,7,11,7,8,5,5,6,5,8,10,10,9,7,9568,1,1
10979,4,7,4,5,2,4,6,8,2,7,7,11,3,8,3,11,15256,1,15
10980,2,4,3,3,1,4,10,2,6,10,10,6,1,11,2,5,11597,0,1
10981,2,7,3,4,1,7,7,4,4,7,6,8,3,8,4,8,6128,0,1
10982,6,9,9,7,6,7,9,3,6,12,7,6,3,9,3,7,14557,0,1
10983,6,9,6,4,4,5,8,3,5,7,4,10,4,7,5,7,17830,0,1
10984,3,2,4,4,3,8,8,6,2,5,7,10,3,8,5,10,12148,1,1
10985,5,11,6,8,5,9,7,5,7,10,4,5,3,8,3,8,15657,1,1
10986,3,8,5,6,4,10,7,3,6,10,3,7,3,7,2,10,14984,1,1
10987,2,6,3,4,3,8,7,5,6,6,5,4,3,8,3,7,7153,0,1
10988,5,8,6,6,3,8,7,12,2,6,9,8,9,6,0,8,13590,1,9
10989,5,8,8,6,6,10,7,4,6,10,3,5,3,8,3,8,16425,1,1
10990,3,6,4,4,1,6,7,6,10,7,6,13,1,8,4,9,16111,1,1
10991,6,10,6,5,3,9,5,2,8,11,5,9,2,9,5,9,15546,0,1
10992,4,5,5,4,2,4,13,4,4,10,11,7,3,10,1,8,13313,1,1
10993,3,9,4,6,2,7,4,0,9,9,2,11,0,7,2,8,15884,0,3
10994,3,8,5,6,4,8,7,3,8,5,6,8,2,8,6,8,14196,1,1
10995,3,5,4,3,3,8,7,7,5,7,7,8,2,8,9,8,14630,0,1
10996,2,3,4,2,2,8,8,3,5,10,5,6,2,8,5,9,8220,1,1
10997,2,5,4,4,3,9,6,4,6,10,4,6,2,8,3,8,6988,1,1
10998,1,8,1,6,1,7,7,0,8,7,6,8,0,8,3,8,10095,0,20
10999,7,6,7,8,4,8,7,13,2,6,9,8,9,6,0,8,14544,0,9
11000,5,6,7,4,5,12,5,3,4,9,2,6,7,6,2,8,18304,0,1
11001,2,11,2,8,4,7,7,0,6,7,6,8,0,9,3,8,16622,0,20
11002,5,11,7,8,4,7,7,2,11,11,6,8,1,8,6,7,12577,0,1
11003,8,12,8,6,4,11,0,4,3,12,6,14,4,5,5,11,13628,0,1
11004,7,7,5,11,4,7,8,5,3,11,7,7,2,9,10,6,18131,0,1
11005,4,7,6,5,6,9,7,5,5,6,7,5,8,6,2,6,16719,0,1
11006,6,9,7,11,7,8,7,7,4,9,7,9,3,8,6,8,12300,1,1
11007,6,11,6,8,5,6,11,5,6,11,9,4,3,12,2,4,12290,0,1
11008,3,7,4,5,2,5,10,8,4,7,4,8,3,7,6,11,13788,1,1
